ID,ISBN:,Автор:,В базе:,В закладки,Возраст,Год:,Издательство:,Код:,Название,Не понравилось,Обложка,Описание,Переводчик:,Переплёт:,Понравилось,Размеры:,Рейтинг,Серия:,Страниц:,Тематика:,Тираж:,Формат:,Цена
456013,978-5-367-02280-3,Фрай Макс,Амф. Фрай Корабль из Арвароха и др. неприятности (м),0,16+,2012,Амфора,879631,Корабль из Арвароха и другие неприятности,['3'],/files/1836/46/60/6.jpg," Девятая повесть из цикла «Лабиринты Ехо». Путь самурая ведет, говорят, к просветлению и нередко завершается ритуалом харакири; путь дурака ведет в пропасть и завершается, как правило, непродолжительным испуганным воплем. Кажется, наш герой умудряется следовать обоими маршрутами одновременно: редкая птица, что с него взять.И вот вам результат его ухищрений: хороший сэр Макс – мертвый сэр Макс. Но, живой или мертвый, он продолжает рассказывать увлекательные истории, а слушатели расплачиваются за развлечение, кидая в вечно пустую шляпу мелкие, невидимые глазу осколки собственных сердец. далее Читать Свернуть ",,мягкий,179,"11,50 см x 18,00 см x 1,30 см", 98.35%,Лабиринты Ехо,315,Отечественная,3000,76х100/32,
457243,978-5-367-02127-1,Фрай Макс,Амф. Фрай Лабиринты Ехо.Темная сторона,0,16+,2012,Амфора,835641,Темная сторона ,['1'],/files/1836/28/85/87.jpg,,,твердый,126,"13,00 см x 20,00 см x 3,00 см", 99.21%,Лабиринты Ехо,383,Отечественная,5000,205.00mm x 135.00mm x 25.00mm,
457673,978-5-367-02098-4,Фрай Макс,Амф. Фрай Лабиринты Ехо.Волонтеры вечности,0,16+,2011,Амфора,823273,Волонтеры вечности ,0,/files/1836/28/46/88.jpg," Мне приснилось, что я оказался в совершенно пустом месте. Там не было ничего. Это невозможно не описать, не объяснить, но там действительно ничего не было, не было даже меня, хотя, с другой стороны, я был именно там, где же ещё!.. Каким-то образом я знал, что это за место. Откуда можно было попасть куда угодно, не просто в любой город, а в любой Мир, существующий или не существующий во Вселенной. Нет, не можно, а нужно. Если уж ты попал туда, значит, должен шагнуть в один из этих незнакомых Миров, а если не шагнешь, они сами возьмут тебя. ""Двери между мирами"" - так не раз говорили при мне Джуфф и сэр Маба Колох... Черт, здесь ничего не было, кроме этих грешных дверей между Мирами, и все двери были распахнуты настежь. Дескать, ""добро пожаловать""! далее Читать Свернуть ",,твердый,27,"13,00 см x 20,00 см x 3,90 см", 100%,Лабиринты Ехо,606,Отечественная,5000,84х108/32,
458572,978-5-367-02283-4,Фрай Макс,Амф. Фрай Тень Гугимагона (м),0,16+,2012,Амфора,879634,Тень Гугимагона,['1'],/files/1836/46/60/9.jpg," Двенадцатая повесть из цикла «Лабиринты Ехо». Когда уютный, обжитой мир вдруг становится опасным и непредсказуемым местом, где даже сон — не отдых, а самое опасное из возможных путешествий, то земля уходит из-под ног, и можно упасть, а можно идти дальше — на руках, как цирковой акробат, почему бы и нет?.. далее Читать Свернуть ",,мягкий,147,"11,50 см x 19,00 см x 1,00 см", 99.32%,Лабиринты Ехо,255,Отечественная,3000,76х100/32,
460708,978-5-699-57877-1,Роллинс Джеймс,Э.Роллинс(м).Алтарь Эдема,0,16+,2012,Эксмо,893051,Алтарь Эдема  Роллинс Джеймс ,0,/files/1836/31/05/16.jpg," После жесточайшего урагана пограничная служба обнаружила в дельте Миссисипи потерпевший крушение траулер. Но на судне нет ни одного человека команды… Зато в трюме пограничники находят удивительный груз — попугая в клетке, умеющего вычислять число «пи», детеныша саблезубого ягуара, питона, обладающего конечностями, и множество других невероятных животных, словно явившихся в наше время из каких-то доисторических эпох. Для того чтобы разобраться с находкой, на судно приглашают ученого из Нового Орлеана. Лорна Полк еще не приступила к исследованиям, а на траулере и вокруг него начинают происходить странные и страшные события… далее Читать Свернуть ",,мягкий,1,"11,00 см x 16,50 см x 1,90 см", 57.14%,Весь Роллинс,480,Зарубежная,5000,70х100/32,
460948,978-5-367-02238-4,Фрай Макс,Амф. Лаб.Ехо. Фрай Чужак,0,16+,2012,Амфора,879635,Чужак,0,/files/1836/24/51/37/3.jpeg," Замечательные приключения начинаются! Обаятельный парнишка Макс превращается в Тайного сыщика сэра Макса, чудеса происходят на каждом шагу, тайны, магия. Магистры... далее Читать Свернуть ",,твердый,49,"13,00 см x 20,00 см x 4,00 см", 100%,Лабиринты Ехо,639,Отечественная,3000,84х108/32,
461005,978-5-367-02277-3,Фрай Макс,Амф. Лаб.Ехо. Фрай Жертвы обстоятельств (м),0,16+,2012,Амфора,879630,Жертвы обстоятельств,0,/files/1836/46/60/5.jpg," Неприятности начинаются с того, как во время одной из своих вылазок по трактирам Кофа Йох и Макс натыкаются на странного человека, на коем кроме сильно поношенной одежды имеется необычно красивый пояс. Вскоре этого человека убивают, забрав у него пояс...Если бы не предчувствия Великого Магистра Ордена Семилистника, преступление бы внесли в категорию “убийство с целью кражи”. При дальнейшем расследовании появляются всё новые и новые крайне занимательные детали… Перед вами очередная часть культовой фантастической саги девяностых, где всякий найдет лишь то, что готов отыскать. Детективный сюжет и фантастические обстоятельства, брутальный казарменный юмор и тонкая постмодернистская ирония, устрашающие правила нового самурайского кодекса и практические советы начинающему городскому шаману... далее Читать Свернуть ",,мягкий,40,"11,50 см x 18,00 см x 1,50 см", 100%,Лабиринты Ехо,382,Отечественная,5000,76х100/32,
461072,978-5-367-02131-8,Фрай Макс,Амф. Фрай Лабиринты Ехо.Наваждения,0,16+,2012,Амфора,868087,Наваждения  Фрай Макс ,['1'],/files/1836/24/51/34/4.jpeg," Мир становится все более зыбким. Что мерещится, что происходит на самом деле - почти невозможно понять. Да и что такое ""на самом деле""? Какое из дел человеческих следует полагать ""самым""? И, собственно, почему? Удовлетворительного ответа на этот вопрос не знает никто, о чем любит напоминать своим читателям Макс Фрай. Он, впрочем, и сам-то куда больше похож на наваждение, чем на автора книги, которую вы купите наяву, а читать, вполне возможно, будете во сне. далее Читать Свернуть ",,твердый,83,"13,00 см x 20,00 см x 2,30 см", 98.81%,Лабиринты Ехо,384,Отечественная,3000,206.00mm x 130.00mm x 41.00mm,
462996,978-5-367-02323-7,Фрай Макс,Амф. Лаб.Ехо. Фрай Наследство для Лонли-Локли м/о,0,16+,2012,Амфора,892154,Наследство для Лонли-Локли,['2'],/files/1836/31/23/63.jpg,,,мягкий,275,"11,50 см x 18,00 см x 1,20 см", 99.28%,Лабиринты Ехо,320,Отечественная,3000,180.00mm x 115.00mm x 13.00mm,
464935,978-5-367-02317-6,Фрай Макс,Амф. Лаб.Ехо. Фрай Гугландские топи м/о,0,16+,2012,Амфора,892153,Гугландские топи,['2'],/files/1836/31/23/62.jpg,,,мягкий,157,"11,50 см x 18,00 см x 0,90 см", 98.74%,Лабиринты Ехо,253,Отечественная,3000,76х100/32,
465131,978-5-699-55601-4,Емец Дмитрий Александрович,Э.ТГр.7.Таня Гроттер и пенсне Ноя,0,12+,2012,Эксмо,885271,Таня Гроттер и пенсне Ноя ,['3'],/files/1836/30/99/16.jpg," Пробил час, когда магические артефакты приобретают огромную силу. Некто подбрасывает волшебную книгу начинающему магу Генке Бульонову и вынуждает его произнести грозное заклинание. Основная ставка делается на жезл ""Похититель душ"". При прикосновении к груди жезл забирает душу, оставляя невредимым тело, в которое может вселиться любой другой маг.По непонятным причинам хмыри начинают охотиться за старинным портретом Ноя, что уже многие столетия благополучно покрывается пылью на Главной Лестнице Тибидохса... А тем временем решается вопрос жизни и смерти: кого же выберет Таня? Ваньке Валялкину и Гурию Пупперу надоедает неопределенность. Только дуэль - магическая дуэль по суровым древним правилам - может поставить последнюю точку в этом затянувшемся романе. Итак, третий лишний или третий мертвый?.. далее Читать Свернуть ",,твердый,61,"13,00 см x 20,00 см x 2,30 см", 95.31%,Таня Гроттер,416,Для среднего школьного возраста,3000,205.00mm x 135.00mm x 25.00mm,
468140,978-5-367-02162-2,Фрай Макс,Амф. Фрай.Хроники Ехо 3.Неуловимый Хабба Хэн,0,16+,2012,Амфора,842968,Неуловимый Хабба Хэн,['1'],/files/1836/29/25/38.jpg,,,твердый,196,"13,00 см x 20,00 см x 2,10 см", 99.49%,Хроники Ехо,320,Отечественная,3000,200.00mm x 130.00mm x 20.00mm,
468562,978-5-367-02301-5,Фрай Макс,Амф. Лаб.Ехо. Фрай Зеленые воды Ишмы (м/о),0,16+,2013,Амфора,887038,Зеленые воды Ишмы ,['4'],/files/1836/30/91/34.jpg," «Тот, кто попробовал себя и в роли охотника, и в роли жертвы, может рискнуть и попробовать себя в роли обычной приманки. Если повезёт, можно не только выяснить, что снится червяку, пока он болтается на крючке, но и сорваться с этого самого крючка - в самый последний момент. Но это если очень, очень повезёт». далее Читать Свернуть ",,мягкий,383,"11,50 см x 18,00 см x 0,90 см", 98.97%,Лабиринты Ехо,256,Отечественная,3000,180.00mm x 115.00mm x 10.00mm,
468599,978-5-367-02321-3,Фрай Макс,Амф. Лаб.Ехо. Фрай Тайна клуба дубовых листьев м/о,0,16+,2012,Амфора,892156,Тайна Клуба Дубовых Листьев,['6'],/files/1836/31/23/65.jpg,,,мягкий,263,"11,50 см x 18,00 см x 0,80 см", 97.77%,Лабиринты Ехо,222,Отечественная,3000,180.00mm x 116.00mm x 10.00mm,
471796,978-5-699-57173-4,Емец Дмитрий Александрович,Э.Емец(ФП).Месть мертвого Императора,0,12+,2012,Эксмо,885217,Месть мертвого Императора ,['1'],/files/1836/30/98/96.jpg,,,твердый,8,"13,00 см x 20,00 см x 2,10 см", 73.33%,Фантастические приключения,352,Для среднего школьного возраста,3000,208.00mm x 130.00mm x 21.00mm,
472423,978-5-367-02316-9,Фрай Макс,Амф. Лаб.Ехо. Фрай Сладкие грезы Гравви м/о,0,16+,2012,Амфора,892155,Сладкие грезы Гравви,['1'],/files/1836/31/23/64.jpg," ""Все мы рождаемся и умираем с одной и той же невысказанной просьбой на губах: любите меня, пожалуйста, как можно сильнее! В отчаянных поисках этой дурацкой несбыточной любви к себе мы проходим мимо великолепных вещей, которые вполне могли бы сбыться, в том числе и мимо настоящих чудес"". Тем не менее, эта повесть, скорее о чудесах, чем о любви. Оно и к лучшему. далее Читать Свернуть ",,мягкий,42,"11,50 см x 18,00 см x 1,00 см", 97.67%,Лабиринты Ехо,319,Отечественная,3000,76х100/32,
472587,978-5-367-02103-5,Фрай Макс,Амф. Лаб.Ехо. Фрай Болтливый мертвец,0,16+,2012,Амфора,870425,Болтливый мертвец ,0,/files/1836/30/58/17.jpg," После череды уже ставших привычными чудес и приключений столкнуться с угрозой конца Мира и найти врагов вместо лучших друзей, выяснить, что лучшие твои воспоминания всего лишь блеф, тут уж любой в сердцах выдаст: ""Гори оно все синим пламенем"". далее Читать Свернуть ",,твердый,38,"13,00 см x 20,50 см x 4,00 см", 100%,Лабиринты Ехо,590,Отечественная,3000,84х108/32,
473353,978-5-699-46245-2,Емец Дмитрий Александрович,Э.Емец(нов.пр).Дракон.Пыхалка и Вел.Мымр+,0,6+,2011,Эксмо,835216,Дракончик Пыхалка и Великий Мымр ,0,/files/1836/28/84/46.jpg,,,твердый,7,"26,00 см x 20,50 см x 1,40 см", 76.92%,,224,Для младшего школьного возраста,6000,84х108/16,
473461,978-5-367-02230-8,Фрай Макс,Амф. Лаб.Ехо. Фрай Лабиринт Менина,0,16+,2012,Амфора,875977,Лабиринт Менина ,['2'],/files/1836/30/76/34.jpg," В книгу вошли «Белые камни Харумбы», «Лабиринт Мёнина» и «Тихий город». Безрассудный и обаятельный сэр Макс в очередной раз спасает Мир Ехо, так полюбившийся ему… далее Читать Свернуть ",,твердый,56,"12,00 см x 20,00 см x 2,50 см", 96.55%,Лабиринты Ехо,398,Отечественная,3000,84х100/32,
474472,978-5-367-02281-0,Фрай Макс,Амф. Лаб.Ехо. Фрай Очки Бакки Бугвина (м),0,16+,2012,Амфора,880338,Очки Бакки Бугвина ,0,/files/1836/24/51/37/4.jpeg," В этой повести о гении, помноженном на злодейство, особом зрении, кровавых жертвах на алтарь искусства и несостоявшемся конце света нет, по большому счету, ни правых, ни виноватых - только живые и мертвые. Как всегда. далее Читать Свернуть ",,мягкий,122,"11,70 см x 18,00 см x 0,90 см", 100%,Лабиринты Ехо,158,Отечественная,3000,76х100/32,
474673,978-5-699-57602-9,Роллинс Джеймс,Э.Роллинс(м).Последний оракул,0,16+,2013,Эксмо,890517,Последний оракул  Роллинс Джеймс ,['1'],/files/1836/30/92/50.jpg," Нищий оборванец, застреленный снайпером у самых дверей штаб-квартиры спецотряда «Сигма», успевает передать коммандеру Грею Пирсону старинную греческую монету с изображением храма Дельфийского оракула. Убитый опознан: это Арчибальд Полк, входивший в сообщество элитных ученых, известное под названием «Ясоны». В последнее время отколовшаяся группа «Ясонов» проводила секретные эксперименты с детьми-аутистами, усиливая проявляемые ими необыкновенные способности. Однако у маленьких подопытных возникает странный побочный эффект, и его неконтролируемое развитие грозит ужасными последствиями для всего человечества. Видимо, об этом Арчибальд Полк и пытался предупредить «Сигму». Но какое отношение к этому имеет древнегреческий оракул? Чтобы понять это, Грей Пирсон и его товарищи должны разгадать тайну, окутанную веками. Новый захватывающий супербестселлер от автора «Амазонии», «Бездны», «Песчаного дьявола»! далее Читать Свернуть ",,мягкий,14,"11,20 см x 16,50 см x 2,40 см", 93.33%,Весь Роллинс,574,Зарубежная,3000,165.00mm x 113.00mm x 25.00mm,
474910,978-5-699-56826-0,Емец Дмитрий Александрович,Э.Емец(ФП).Планета Черного Императора,0,12+,2012,Эксмо,876925,Планета Черного Императора,0,/files/1836/30/80/22.jpg," Началась эта история с того, что Ира Матвеева приобрела странный компьютер. А в нем - программа уничтожения нашей планеты! И остановить ее невозможно! Ирнин друг, Костик, такую ""игру"" видел впервые. К тому же настораживал таймер, неумолимо отщелкивающий оставшееся до катастрофы время. А тут еще выяснилось, что взрыв Земли был уже четко запланирован в другом месте! Это место не что иное, как владения жестокого Черного Императора! И ребята, желая предотвратить трагедию, совершают грандиозное путешествие в... 2000 год до нашей эры! Но нечисть Черной Империи уже поджидает непрошеных гостей... далее Читать Свернуть ",,твердый,8,"13,00 см x 20,00 см x 2,00 см", 78.57%,Фантастические приключения,352,Для среднего школьного возраста,3000,207.00mm x 132.00mm x 22.00mm,
475253,978-5-699-57869-6,Емец Дмитрий Александрович,Э.ТГр.10.Таня Гроттер и локон Афродиты,0,12+,2012,Эксмо,894968,Таня Гроттер и локон Афродиты,['3'],/files/1836/31/24/98.jpg," Много столетий странствует по свету локон золотых волос богини любви Афродиты. Давным-давно подарила она его своему возлюбленному, и непонятно, чего больше этот артефакт принес в мир - радости или скорби... И вот локон загадочным образом попадает к Тане Гроттер. А у нее жизнь и так бурлит событиями. Подходит к концу учеба в Тибидохсе. Впереди выпускные экзамены! Однако время, отведенное артефактом, неумолимо истекает. Чтобы локон Афродиты соединил судьбы, нужно произнести свое имя на один конец пряди и имя избранника - на другой. Кого же выбрать? Ваньку Валялкина? Гурия Пуппера? Глеба Бейбарсова? Но самое главное, кто и зачем прислал ей этот коварный артефакт?.. далее Читать Свернуть ",,твердый,57,"13,00 см x 20,50 см x 2,40 см", 95%,Таня Гроттер,428,Для среднего школьного возраста,3000,205.00mm x 135.00mm x 30.00mm,
475371,978-5-699-56899-4,Роллинс Джеймс,Э.ЛюдПМ.Джейк Рэнсом и воющий сфинкс,0,12+,2012,Эксмо,896046,Джейк Рэнсом и воющий сфинкс  Роллинс Джеймс ,['1'],/files/1836/31/28/06.jpg," Однажды Джейк Рэнсом и его сестра Кэди провалились в прошлое, оказавшись на доисторическом материке Пангее, где они обнаружили следы родителей, исчезнувших в XX веке во время археологической экспедиции! Но на этом приключения не закончились, и карманные часы отца перенесли Джейка и Кэди в Древний Египет, отгороженный от остального мира песчаной бурей, порожденной ужасным воющим сфинксом. Там их поджидал старый враг, страшный Кальверум Рекс, Король Черепов, дотянувшийся и до этой закрытой страны. Ему нужно то, что позволит отправиться в будущее, - Ключ времени, оставленный Джейку родителями! Впервые на русском языке! далее Читать Свернуть ",,твердый,19,"13,00 см x 20,00 см x 2,30 см", 95%,Люди против магов,448,Для среднего школьного возраста,7000,208.00mm x 135.00mm x 25.00mm,
475592,978-5-699-58255-6,Емец Дмитрий Александрович,Э.ТГр.11.Таня Гроттер и перст.с жемчужиной,0,12+,2012,Эксмо,897883,Таня Гроттер и перстень с жемчужиной,['9'],/files/1836/31/52/07.jpg," После окончания Тибидохса прошел год. Время всех разбросало, все перемешало. Таня и Ягун остались в магспирантуре. Семь-Пень-Дыр, Попугаева и Зализина перебрались в мир к лопухоидам. Гробыня Склепова с Гуней обосновались на Лысой Горе. Ванька забрался в лесную глушь и живет вдали от мира, общаясь лишь с лешаками. Правда, иногда купидончики приносят Тане от него письма... У неугомонного Ягуна возникает идея устроить вечер встречи выпускников и собрать весь курс вместе. И вот приглашения разосланы, гости собрались. Казалось бы, все как прежде, но не совсем... Бессмертник Кощеев хочет перевести школу с острова Буяна в Заполярье, где вечная мерзлота. Для этого он присылает в Тибидохс ревизора Зербагана, которого связывает с островом некая тайна... далее Читать Свернуть ",,твердый,179,"13,00 см x 20,50 см x 2,90 см", 95.21%,Таня Гроттер,410,Для среднего школьного возраста,3000,207.00mm x 135.00mm x 30.00mm,
476147,978-5-699-58512-0,Роллинс Джеймс,Э.Роллинс(м).Песчаный дьявол.Т.1,0,16+,2015,Эксмо,899464,Песчаный дьявол ,0,/files/1836/30/34/94/9.jpeg," Двадцать лет назад английский археолог и миллионер Реджинальд Кенсингтон бесследно исчез в легендарном городе Убаре, затерянном в Аравийской пустыне. После загадочного взрыва в основанной Кенсингтоном галерее, где собраны сокровища из Убара, ученые обнаруживают внутри каменного изваяния, расколотого при взрыве, странную металлическую деталь... Это - точная копия человеческого сердца. Дочь археолога снаряжает научную экспедицию с целью проникнуть в тайны, хранимые пустыней. Однако этот взрыв привлекает к себе внимание не только учёных, но и международной преступной группы, стремящейся завладеть некой таинственной силой, спрятанной где-то в подземельях Убара... далее Читать Свернуть ","Саксин, Сергей Михайлович",мягкий,5,"11,20 см x 16,50 см x 1,70 см", 72.73%,Весь Роллинс,352,Зарубежная,5000,165.00mm x 111.00mm x 16.00mm,
476155,978-5-699-58513-7,Роллинс Джеймс,Э.Роллинс(м).Песчаный дьявол.Т.2,0,16+,2015,Эксмо,899465,Песчаный дьявол ,0,/files/1836/30/34/92/1.jpeg," Двадцать лет назад английский археолог и миллионер Реджинальд Кенсингтон бесследно исчез в легендарном городе Убаре, затерянном в Аравийской пустыне. После загадочного взрыва в основанной Кенсингтоном галерее, где собраны сокровища из Убара, ученые обнаруживают внутри каменного изваяния, расколотого при взрыве, странную металлическую деталь... Это - точная копия человеческого сердца. Дочь археолога снаряжает научную экспедицию с целью проникнуть в тайны, хранимые пустыней. Однако этот взрыв привлекает к себе внимание не только учёных, но и международной преступной группы, стремящейся завладеть некой таинственной силой, спрятанной где-то в подземельях Убара... далее Читать Свернуть ","Саксин, Сергей Михайлович",мягкий,44,"11,00 см x 16,50 см x 2,00 см", 100%,Весь Роллинс,416,Зарубежная,5000,165.00mm x 115.00mm x 20.00mm,
476278,978-5-367-02156-1,Фрай Макс,Амф. Фрай Амф.Фрай.Хроники Ехо 2.Властелин Морморы,0,16+,2012,Амфора,901005,"Властелин Морморы. История, рассказанная сэром Джуффином Халли",0,/files/1836/31/76/64.jpg,,,твердый,88,"13,00 см x 20,50 см x 1,50 см", 100%,Хроники Ехо,316,Отечественная,3000,207.00mm x 132.00mm x 17.00mm,
476523,978-5-367-02372-5,Фрай Макс,Амф. Лаб.Ехо. Фрай Амф.(м/о)Фрай.ЛЕ.Тихий город,0,16+,2012,Амфора,901003,Тихий Город,['6'],/files/1836/31/73/34.jpg,,,мягкий,335,"11,50 см x 18,00 см x 0,80 см", 98.24%,Лабиринты Ехо,222,Отечественная,3000,180.00mm x 117.00mm x 9.00mm,
476524,978-5-367-02370-1,Фрай Макс,Амф. Лаб.Ехо. Фрай Амф.(м/о)Фрай.ЛЕ.Белые камни Харумбы,0,16+,2012,Амфора,901001,Белые камни Харумбы,['1'],/files/1836/31/75/19.jpg,,,мягкий,93,"11,50 см x 18,00 см x 0,90 см", 98.94%,Лабиринты Ехо,220,Отечественная,3000,180.00mm x 115.00mm x 9.00mm,
476672,978-5-367-02369-5,Фрай Макс,Амф. Фрай Амф.(м/о)Фрай.ЛЕ.Книга огненных страниц,0,16+,2012,Амфора,901002,Книга Огненных Страниц,['7'],/files/1836/31/75/20.jpg," Это самая страшная, самая правдивая и одновременно самая лживая из историй о тайном сыщике по имени сэр Макс. После нее мир уже никогда не будет прежним - ни для читателей, ни для персонажей, ни для самого автора, если уж на то пошло. далее Читать Свернуть ",,мягкий,205,"11,50 см x 18,00 см x 0,80 см", 96.7%,Лабиринты Ехо,220,Отечественная,3000,180.00mm x 115.00mm x 10.00mm,
477007,978-5-367-02371-8,Фрай Макс,Амф. Фрай Амф.(м/о)Фрай.Лабиринт Менина,0,16+,2012,Амфора,901000,Лабиринт Мёнина,['5'],/files/1836/31/75/18.jpg,,,мягкий,469,"11,50 см x 18,00 см x 0,70 см", 98.95%,Лабиринты Ехо,224,Отечественная,3000,180.00mm x 117.00mm x 9.00mm,
557588,978-5-9943-0007-7,Фрай Макс,CD АК Фрай Горе господина Гро (Амфора-Медиа),0,,,Амфора-медиа,391248,"CD, Аудиокнига, Амфора, Фрай М, Горе господина Гро, jewel box  Фрай Макс ",0,/files/nocard.jpg,,,,0,, 50%,Хроники Ехо,,Художественные АК и радиоспектакли,,Jewel Box,
563709,978-5-367-01189-0,Фрай Макс,Амф.Фрай(м) Горе господина Гро,0,16+,2010,Амфора,477675,Горе господина Гро,0,/files/1836/22/12/15.jpg," Вот вам история, рассказанная мудрецом, который сам почти ничего толком не понял. История о любви, боли, глупости и милосердии. История, герои которой только и делают, что удивляют друг друга, а иногда – самих себя. И это, честно говоря, лучшее, что может случиться с человеком. далее Читать Свернуть ",,мягкий,9,"12,00 см x 18,00 см x 1,60 см", 80%,Хроники Ехо,414,Отечественная,5000,76х100/32,
572176,2729,Фрай Макс,CD АК Фрай М. Зеленые воды Ишмы (Амфора-Медиа),0,,,Амфора-медиа,822904,"CD, Аудиокнига, Фрай М., Зеленые воды Ишмы  Фрай Макс ",0,/files/nocard.jpg,,,,0,, 50%,,,Художественные АК и радиоспектакли,,Jewel Box,
581106,2726,Фрай Макс,CD АК Фрай М. Дебют в Ехо (Амфора-Медиа),0,,,Амфора-медиа,822903,"CD, Аудиокнига, Фрай М., Дебют в Ехо  Фрай Макс ",0,/files/nocard.jpg,,,,1,, 57.14%,,,Художественные АК и радиоспектакли,,Jewel Box,
584262,978-5-367-01067-1,Фрай Макс,Амф. Фрай(м) Белые камни Харумбы,0,16+,2009,Амфора,451355,Белые камни Харумбы ,['2'],/files/1377/20/91/60.jpg," Вот уж воистину неожиданный ответ на вечный вопрос: ""Есть ли жизнь после смерти?"" Оказывается, да, есть - в отдельно взятом городе, на континенте Уандук, на берегу океана. И плата за вход велика непомерно - в прямом, не в переносном смысле. далее Читать Свернуть ",,мягкий,220,, 99.1%,Лабиринты Ехо,217,Отечественная,7000,76х100/32,
584340,978-5-367-01142-5,Фрай Макс,Амф.Фрай(м) Ворона на мосту,0,16+,2010,Амфора,500385,"Ворона на мосту. История, рассказанная сэром Шурфом Лонли-Локли ",0,/files/1377/23/66/17.jpg," Делая собственную историю чужим достоянием, рассказчик не просто воскрешает ее в памяти, но и в некотором роде заново овеществляет. Она, конечно, и так не выдумка, и все же прежде, до слов, ей недоставало подлинности. В результате совместных усилий рассказчика и слушателя или читателя на перилах невообразимого Моста Времени одна за другой появляются зримые и осязаемые зарубки. Поэтому вот вам история о Рыбнике, рыбаке и рыбке, и еще о мокрой вороне, и о конце света заодно, и, если уж на то пошло, - о начале света; и как же хорошо, что у этого слова так много смыслов, как ни поверни, все - правда. Рассказать об этом было почти невозможно, но если не совершать невозможное хотя бы иногда, жизнь человеческая утрачивает сокровенный смысл. далее Читать Свернуть ",,мягкий,12,"12,00 см x 18,00 см x 1,50 см", 100%,Хроники Ехо,383,Отечественная,5000,76х100/32,
589116,978-0-00-334588-0,Фрай Макс,CD AK Фрай Магахонские Лисы (Амфора-Медиа),0,,,Амфора-медиа,334588,"CD, Аудиокнига, Амфора-Медиа, Фрай М, Магахонские Лисы, Jewel box  Фрай Макс ",0,/files/nocard.jpg,,,,0,, 50%,,,Художественные АК и радиоспектакли,,Jewel Box,
594209,2739,Фрай Макс,CD АК Фрай М. Чужак (Амфора-Медиа),0,,,Амфора-медиа,822906,"CD, Аудиокнига, Фрай М., Чужак  Фрай Макс ",0,/files/nocard.jpg,,,,0,, 50%,,,Художественные АК и радиоспектакли,,Jewel Box,
605000,"2735,",Фрай Макс,CD АК Фрай М. Темные вассалы Гленке Тавала (Амфора-Медиа),0,,,Амфора-медиа,822905,"CD, Аудиокнига, Фрай М., Темные вассалы Гленке Тавала  Фрай Макс ",0,/files/nocard.jpg,,,,0,, 50%,,,Художественные АК и радиоспектакли,,Jewel Box,
614456,978-5-367-02362-6,Фрай Макс,Амф. Лаб.Ехо. Фрай Амф.Фрай.Лабиринты Ехо.Гнезда Химер:Хроники Хугайды,0,16+,2012,Амфора,904686,Гнезда Химер,['3'],/files/nocard.jpg,,,твердый,56,"13,00 см x 20,50 см x 2,60 см", 94.92%,Лабиринты Ехо,544,Отечественная,3000,205.00mm x 130.00mm x 27.00mm,
614986,978-5-699-58928-9,Роллинс Джеймс,Э.Роллинс(м).Черный орден,0,16+,2014,Эксмо,906606,Черный орден ,['1'],/files/1836/24/99/60/4.jpeg," От скованных льдом вершин Гималаев до узких улиц Копенгагена, от подземных лабораторий минувшего века до великолепных залов Смитсоновского института - повсюду разбросаны подсказки к разгадке великой тайны - тайны происхождения жизни, зашифрованной в древних рунах. А начинается всё в затерянном в Тибете буддийском монастыре, где люди начинают гибнуть от непонятной болезни. В монастырь вылетает вертолёт с врачами, и одновременно туда движется некий загадочный человек, которому отдан приказ уничтожить всех! Новый супербестселлер, новые захватывающие приключения от автора ""Пирамиды"", ""Амазонии"" и ""Песчаного дьявола"". далее Читать Свернуть ",,мягкий,11,"12,00 см x 16,50 см x 2,50 см", 91.67%,Весь Роллинс (обложка),608,Зарубежная,5000,165.00mm x 113.00mm x 25.00mm,
615057,978-5-699-58912-8,Роллинс Джеймс,Э.Роллинс(м).Кости волхвов.Т.2,0,16+,2015,Эксмо,906605,Кости волхвов. Т.2 ,0,/files/1836/30/34/93/2.jpeg," В Кельнском соборе во время праздничной службы происходит массовое убийство: все прихожане погибают мучительной смертью. Преступники, облаченные в монашеские рясы, похищают бесценную реликвию, хранившуюся в соборе с XII века, - кости библейских волхвов... Из Вашингтона для расследования преступления послана группа спецагентов секретной организации ""Сигма"" во главе с Греем Пирсом. Совместно с учёными Ватикана группе удается установить, что в убийстве и похищении замешан Имперский орден дракона - тайное братство алхимиков, корни которого уходят в глубь веков. далее Читать Свернуть ","Новиков, Алексей Владимирович",мягкий,19,"12,00 см x 16,50 см x 1,50 см", 100%,Весь Роллинс (обложка),352,Зарубежная,3000,165.00mm x 115.00mm x 15.00mm,
